TEMPLATE OIL/GAS/MINING/LAND -   RESOURCECONTRACTS.ORG ,,Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contract to Manage Timber Sale,,,,,FOR UPLOADERS - AUTOMATICALLY FILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Protection des lieux sacrés, des ressources et du milieu de vie","Protection of sacred locations, resources and environment","Akewa Group of Companies shall identify in its annual operational plan areas requiring special measures for the protection of plants, animals and cultural resources, and the special protection measures needed to protect them. Akewa Group of Companies shall protect these areas from damage or removal during its operations.  If additional areas, resources, or species are identified before or during the term of the contract, either party shall promptly notify the other party in writing and Akewa Group of Companies shall cease operations in the affected area if it is determined there is a risk of damage to such areas, resources, or species from continued operations. Akewa Group of Companies may not fell trees or operate wheeled or track-laying equipment in any special protection area, except on approved roads, landings, tractor roads, or skid trails. Akewa Group of Companies shall immediately notify the Forestry Development Authority of a disturbance in any special protection area and shall immediately halt operations in the vicinity of the disturbance until it is authorized to continue. Akewa Group of Companies shall not facilitate the harvest of bush meat. Akewa Group of Companies shall, within the contract area, close and block all roads and skid trails so that they are no longer passable by vehicle when no longer necessary for its operations. It shall also not let any vehicle be used in connection to hunt or transport hunters or bushmeat.",Art. B6.34,28 (bottom),,"Protection des lieux sacrés, des ressources et du milieu de vie//Protection of sacred locations, resources and environment","Akewa Group of Companies shall identify in its annual operational plan areas requiring special measures for the protection of plants, animals and cultural resources, and the special protection measures needed to protect them. Akewa Group of Companies shall protect these areas from damage or removal during its operations.  If additional areas, resources, or species are identified before or during the term of the contract, either party shall promptly notify the other party in writing and Akewa Group of Companies shall cease operations in the affected area if it is determined there is a risk of damage to such areas, resources, or species from continued operations. Akewa Group of Companies may not fell trees or operate wheeled or track-laying equipment in any special protection area, except on approved roads, landings, tractor roads, or skid trails. Akewa Group of Companies shall immediately notify the Forestry Development Authority of a disturbance in any special protection area and shall immediately halt operations in the vicinity of the disturbance until it is authorized to continue. Akewa Group of Companies shall not facilitate the harvest of bush meat. Akewa Group of Companies shall, within the contract area, close and block all roads and skid trails so that they are no longer passable by vehicle when no longer necessary for its operations. It shall also not let any vehicle be used in connection to hunt or transport hunters or bushmeat.--Art. B6.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consultations communautaires requises,Requirements for community consultation ,,,,,Consultations communautaires requises//Requirements for community consultation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obligations liées a la formation des cadres locaux,Management training requirement for nationals,Akewa Group of Companies shall adhere with all training and employment regulations required by Liberian law.,Art. B3.23,15 (top),,Obligations liées a la formation des cadres locaux//Management training requirement for nationals,Akewa Group of Companies shall adhere with all training and employment regulations required by Liberian law.--Art. B3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obligations liées à l'emploi du personnel local,Local employment requirements,"Akewa Group of Companies shall give preference to competent and qualified individuals living in and near the contract area, and particularly to individuals from  communities benefitting from Akewa Group of Companies' social agreements. Akewa Group of Companies shall not import unskilled labor from outside Liberia and shall comply with all training and employment obligations required by law or regulation.",Art. B3.23,15 (top),,Obligations liées à l'emploi du personnel local//Local employment requirements,"Akewa Group of Companies shall give preference to competent and qualified individuals living in and near the contract area, and particularly to individuals from  communities benefitting from Akewa Group of Companies' social agreements. Akewa Group of Companies shall not import unskilled labor from outside Liberia and shall comply with all training and employment obligations required by law or regulation.--Art. B3.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obligations liées a l'approvisionnement en biens et services locaux,Local procurement requirements,,,,,Obligations liées a l'approvisionnement en biens et services locaux//Local procurement requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assurance,Insurance,,,,,Assurance//Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réinstallation des habitants,Resettlement,,,,,Réinstallation des habitants//Resettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)","Outgrowers Program (details, additional land provided, etc)",,,,,"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)//Outgrowers Program (details, additional land provided, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation","Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education",,,,,"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation//Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes","Physical security, protection of property, and/or use of guards","Akewa Group of Companies shall use all reasonable means to prevent encroachment by unauthorized persons, but shall not employ or in any way use armed security guards",Art. B6. 31,28 (top),,"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes//Physical security, protection of property, and/or use of guards","Akewa Group of Companies shall use all reasonable means to prevent encroachment by unauthorized persons, but shall not employ or in any way use armed security guards--Art. B6. 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mécanismes de réclamation pour les parties non contractantes,Grievance mechanisms for non-contractual harms to non-contracting parties,,,,,Mécanismes de réclamation pour les parties non contractantes//Grievance mechanisms for non-contractual harms to non-contracting parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession),Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"Akewa Group of Companies shall allow the Government and public to use any roads constructed and/or maintained by Akewa Group of Companies, to have access over the contract area, and to use communication lines developed by Akewa Group of Companies, provided it does not amount to encroachment or unduly prejudice or interfere with Akewa Group of Companies' operations. In addition, Akewa Group of Companies shall allow the Government to construct roads, highways, railways, telegraph and telephone lines, and other facilities within the contract area, so long as they do not unreasonably interfere with Akewa Group of Companies' activities and the government provides fair compensation for damage caused, including property damage and economic losses.",Art B4.23,18 (bottom),,Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession)//Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"Akewa Group of Companies shall allow the Government and public to use any roads constructed and/or maintained by Akewa Group of Companies, to have access over the contract area, and to use communication lines developed by Akewa Group of Companies, provided it does not amount to encroachment or unduly prejudice or interfere with Akewa Group of Companies' operations. In addition, Akewa Group of Companies shall allow the Government to construct roads, highways, railways, telegraph and telephone lines, and other facilities within the contract area, so long as they do not unreasonably interfere with Akewa Group of Companies' activities and the government provides fair compensation for damage caused, including property damage and economic losses.--Art B4.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Obligations financières du détenteur du titre,3. Developer's financial obligations,,,,,3. Obligations financières du détenteur du titre//3. Developer's financial obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxe minière / redevance,Mining tax / royalty tax,"Stumpage fees: Akewa Group of Companies shall pay log stumpage fees to the Government in the amounts and at the times established by Part II of Forestry Development Authority Regulation 107-07. The parties will use the methods set out in sections 26 and 27 of Forestry Development Authority Regulation 108-07, establishing a chain of custody system, to determine volumes and grades. Akewa Group of Companies shall prevent logs from being processed or exported before it has paid the log stumpage fees. Akewa Group of Companies must pay forest product fees to the Government in the amounts and at the times established by part IV of Forestry Development Authority Regulation 107-07.","Arts. B8.12, B8.14",32 (middle),,Taxe minière / redevance//Mining tax / royalty tax,"Stumpage fees: Akewa Group of Companies shall pay log stumpage fees to the Government in the amounts and at the times established by Part II of Forestry Development Authority Regulation 107-07. The parties will use the methods set out in sections 26 and 27 of Forestry Development Authority Regulation 108-07, establishing a chain of custody system, to determine volumes and grades. Akewa Group of Companies shall prevent logs from being processed or exported before it has paid the log stumpage fees. Akewa Group of Companies must pay forest product fees to the Government in the amounts and at the times established by part IV of Forestry Development Authority Regulation 107-07.--Arts. B8.12, B8.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impôt sur les bénéfices: taux,Income tax: rate,,,,,Impôt sur les bénéfices: taux//Income tax: rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impôt sur les bénéfices: exonération,Income tax: exemptions,,,,,Impôt sur les bénéfices: exonération//Income tax: exemptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)","Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)//Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)","Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)//Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)","Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)//Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul),Service Agreement - Fee to developer / contractor (basis for calculation),,,,,Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul)//Service Agreement - Fee to developer / contractor (basis for calculation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impôt sur les Revenus des Valeurs Mobilières (IRVM),Capital gains tax,,,,,Impôt sur les Revenus des Valeurs Mobilières (IRVM)//Capital gains tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retenue à la source sur les intérêts et/ou dividendes,Withholding tax on payment of interest and/or dividends,,,,,Retenue à la source sur les intérêts et/ou dividendes//Withholding tax on payment of interest and/or dividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retenue à la source sur les salaires des nationaux,Witholding tax on national salaries,,,,,Retenue à la source sur les salaires des nationaux//Witholding tax on national salaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retenue à la source sur les salaires des expatriés,Witholding tax on expatriate salaries,,,,,Retenue à la source sur les salaires des expatriés//Witholding tax on expatriate salaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retenue à la source sur les prestations de service par des entreprises non résidentes,Witholding tax on services of non-resident companies,,,,,Retenue à la source sur les prestations de service par des entreprises non résidentes//Witholding tax on services of non-resident companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retenue à la source sur les loyers des immeubles,Witholding tax on rent,,,,,Retenue à la source sur les loyers des immeubles//Witholding tax on rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Déductibilité des frais financiers,Deductibility of expenses,,,,,Déductibilité des frais financiers//Deductibility of expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Méthode d’évaluation de prix ,Method for evaluating price,,,,,Méthode d’évaluation de prix //Method for evaluating price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision pour la reconstitution des gisements,Provisions for renewing reserves,,,,,Provision pour la reconstitution des gisements//Provisions for renewing reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crédit d'investissement,Investment credit,,,,,Crédit d'investissement//Investment credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Droits de douane en phase de recherche,Custom duties during exploration phase,,,,,Droits de douane en phase de recherche//Custom duties during exploration phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
